"Fuente","Titulo","Año","Abstract","Palabras_clave","Fecha_busqueda"
"PubMed","Comparative evaluation of BRIX3000 and Carisolv in chemomechanical caries removal in immature permanent first molars: a randomized controlled trial.","2025","This study aimed to compare the efficacy of BRIX3000, Carisolv, and the conventional rotary-mechanical method for caries removal and to evaluate the intraoperative pain level and the requirement for local anesthesia during caries excavation in immature mandibular permanent first molars (PFMs) of pediatric patients aged 7 to 9. It was a single-blinded, randomized, parallel-group, active-controlled trial with three arms. Forty-five specimens were assigned randomly to three groups: Group 1: Chemomechanical caries removal (CMCR) utilizing Carisolv. Group 2: CMCR utilizing BRIX3000. Group 3: Control group, caries excavation utilizing conventional rotary-mechanical method. Lesions reaching the middle or inner third of the dentine (D2/3) were observed in immature mandibular PFMs with no pulpal and/or periodontal issues included. The efficacy of caries removal was considered the primary outcome measure. It was recorded using the Ericson et al. scale by visual-tactile examination and the caries detector, which includes five levels to rate the amount of carious dentin remaining. The secondary outcome measures were subjective and objective pain assessment and the requirement of local anesthesia. Continuous and categorical data were compared using the Kruskal-Wallis and chi-square tests, respectively. A significance level of p < 0.05 was adjusted. All conventional-method cases (100%) and the majority of Carisolv and BRIX3000 cases (80%) showed complete caries removal and a mean score of (0.27 ± 0.59) and (0.20 ± 0.41) (p = 0.185), respectively. The conventional method group showed the highest mean score (2.07 ± 0.88) of the sound, eye, motor (SEM) scale compared with the Carisolv and BRIX3000 (p < 0.05) groups, which exhibit lower mean scores (0.80 ± 0.77), (0.67 ± 0.72), respectively. For the Wong-Baker FACES scale, the conventional method group recorded the highest mean (7.07 ± 3.01) compared to the Carisolv and BRIX3000 (p < 0.05) groups, which had considerably lower mean scores of (2.53 ± 2.77) and (2.00 ± 2.39), respectively. Consequently, the majority (80.00%) of conventional-method cases asked for local anesthesia (p < 0.05). All methods were equally effective in removing caries. BRIX 3000 and Carisolv agents notably reduced pain in children. ISRCTN registry, ISRCTN12761284, registered 6 November 2024, retrospectively.","(dental anesthetic OR dental anaesthetic OR dental anesthesia OR dental anaesthesia) AND (paediatric OR pediatric OR child OR children) AND pain","2025-11-06 12:35:54.464448"
"PubMed","Effectiveness of cold vibratory stimuli on pain perception governing infiltration anesthesia in the maxillary arch in children: a randomized controlled clinical trial.","2025","Buzzy® - a vibratory unit with ice wings -was introduced to reduce pain induced by needle prick. Objective of the study was to evaluate the effectiveness of ""Buzzy®"" in reducing pain perception during administration of maxillary infiltration local anaesthesia compared to the traditional topical anaesthetic gel in pediatric patients. In addition, it aimed to evaluate its effectiveness in intrapapillary anaesthesia in comparison to the conventional palatal injection following buccal infiltration anaesthesia. Randomized controlled clinical trial with parallel arms. Forty-eight cooperative children aged 6-8 years indicated for maxillary first or second primary molar extractions were selected. They were randomly allocated into 2 main groups (I and II) then into 2 subgroups each (A and B). All groups received buccal infiltration anaesthesia. Group I received local anaesthesia following the use of Buzzy® extra orally for 2 min. Group II received local anaesthesia following topical anaesthetic gel (benzocaine 20%) intraorally for 1 min. Subgroups A received routine palatal injection whereas subgroups B received intrapapillary anaesthesia. Each patient was videotaped during local anaesthesia injection to objectively assess the reaction using sound, eye, motor scale (SEM). After local anaesthesia administration, pain was subjectively assessed using the visual analogue scale (VAS). Normality was checked in age and VAS using Shaprio Wilk test. The Independent T test was used to compare age between groups. Differences in SEM and VAS between buzzy and infiltration groups were analyzed using the Mann Whitney U test while Wilcoxon sign Rank test was used to analyze the difference in SEM and VAS between intrapapillary and palatal injection within each group. All tests were two tailed and the significance level was set at p value ≤ 0.05. No statistical significance was observed in pain perception between Buzzy and topical gel regarding buccal local anesthesia. Conversely, objective and subjective statistical significance in pain perception between (Group I) and (Group II) regarding both palatal and intrapapillary anesthesia was recorded. Applying external cold and vibratory stimulant can reduce pain perception during maxillary buccal, intrapapillary and palatal local infiltration anesthesia. The clinical registration number in ClinicalTrials.gov holds the identifier: NCT05857033 retrospectively registered on 12/5/2023.","(dental anesthetic OR dental anaesthetic OR dental anesthesia OR dental anaesthesia) AND (paediatric OR pediatric OR child OR children) AND pain","2025-11-06 12:35:54.464448"
"PubMed","External cold and vibration with BUZZY versus topical anesthetic gel for pain and anxiety associated with infiltrative anesthesia in pediatric dentistry: a double-blinded, split-mouth, randomized, controlled trial.","2025","A way to reduce the pain of injection is applying of external cold or vibrations with BUZZY, along with spinal cord gate control systems. We aimed to evaluate the effectiveness of this method in reducing children's pain and anxiety during infiltrative anesthesia. This was a double-blinded, randomized, split-mouth, controlled, trial. Thirty 6 to 12-year-old children with decayed first permanent molar tooth on both sides of their maxilla were enrolled. Each side of the children's mouths was randomly allocated to either BUZZY or topical anesthetic gel prior to infiltrative anesthesia. Pain and anxiety during infiltrative anesthesia were measured with the Baker-Wong (BWS), FLACC (Face, Leg, Activity, Cry, Consolability), and heart rate (HR) scales. A generalized estimating equation (GEE) adjusted for age and baseline HR, indicated, significantly-lower intra-procedural HRs associated with BUZZY (aOR [95%CI]: 0.02 [0.00, 0.91], p=0.04). GEEs adjusted for age revealed the BWS (aOR [95%CI]: 0.59 [0.30, 1.14], p=0.12) and FLACC (aOR [95%CI]: 0.82 [0.62, 1.09], p=0.17) scores to be comparable between the study arms. Our study failed to demonstrate the superiority of BUZZY over anesthetic gels regarding WBS and FLACC measures of pain and anxiety, but demonstrated a decrease in HR associated with BUZZY.","(dental anesthetic OR dental anaesthetic OR dental anesthesia OR dental anaesthesia) AND (paediatric OR pediatric OR child OR children) AND pain","2025-11-06 12:35:54.464448"
"PubMed","The effect of rubber dam on objective and subjective parameters of stress during dental treatment in children: a randomized clinical trial.","2025","Several pediatric dentists avoid using rubber dam, arguing that it may increase stress for young patients. The purpose of this study was to evaluate the effect of rubber dam on the subjective and objective stress in children and effects of preferred anesthesia methods during use of the rubber dam. A total of 100 children participated in this study. The selected site of the patients divided cotton roll and rubber dam application group, and the rubber dam group divided also two subgroups as topical and infiltration anesthesia application. Objective parameters of stress of the patients and pulse rate of the operator were measured at three different time points. Pain perception was also evaluated subjectively. No statistically significant difference was observed between the groups in terms of both isolation method and anesthesia preference (p > 0.05). There was a statistically significant difference between the three-time points in both the cotton roll and the rubber dam group (p < 0.05). The results of this study indicate that rubber dam isolation is not stressful for child patients and dentist compared to the cotton roll technique. EMLA cream is suitable but less comfortable in reducing the pain and discomfort caused by rubber dam placement. This study was registered at ClinicalTrials.gov under the registration number NCT06779448 on January 16, 2025.","(dental anesthetic OR dental anaesthetic OR dental anesthesia OR dental anaesthesia) AND (paediatric OR pediatric OR child OR children) AND pain","2025-11-06 12:35:54.464448"
"PubMed","Effective anaesthesia when treating teeth affected by molar incisor hypomineralisation (MIH): a systematic review.","2025","The aim of the present review was to critically evaluate recent studies to determine the optimal combination of anaesthetic technique and agent for achieving effective anaesthesia in molar incisor hypomineralisation (MIH) patients, thereby addressing a significant need in evidence-based clinical practice. The search question was: What is the most effective modality of anaesthesia to reduce hypersensitivity in MIH-affected teeth in children? A systematic search was conducted using four databases, namely, MEDLINE via PubMed, Science Direct, Scopus and Cochrane Central Register of Controlled Trials (CENTRAL), using a selection of MeSH terms. The ""Modified Jadad Scale"" and the ""Newcastle Ottawa Scale"" were used for the methodology assessment of the included studies. Out of 134 articles identified in the initial search, six articles met all the inclusion criteria. The results showed that intraosseous anaesthesia with 4% articaine demonstrated the highest efficacy. Achieving complete anaesthesia in teeth affected by MIH enhances comfort for both patients and practitioners, contributing to improved treatment quality. Intraosseous anaesthesia with 4% articaine and epinephrine has proven effective in reducing pain and hypersensitivity in pediatric patients with MIH. However, further studies are needed in this population to draw definitive conclusions.","(dental anesthetic OR dental anaesthetic OR dental anesthesia OR dental anaesthesia) AND (paediatric OR pediatric OR child OR children) AND pain","2025-11-06 12:35:54.464448"
"PubMed","Nasopharyngeal airway-assisted sedation enhances oxygenation and reduces perioperative adverse events in pediatric dental surgery: A comparative clinical study.","2025","Perioperative airway management during pediatric dental procedures remains challenging, particularly in balancing oxygenation stability with procedural safety under intravenous sedation. This randomized trial compared nasopharyngeal airway (NPA)-assisted intravenous sedation (n = 30) versus traditional nasal cannula oxygenation (n = 30) in 60 children aged 6-12 years undergoing dental surgery. Both groups received standardized midazolam-propofol sedation and perioperative monitoring. Primary outcomes encompassed oxygen saturation (SpO2), adverse events (aspiration, choking, mucosal bleeding), sedation efficacy, and surgeon satisfaction. The NPA group demonstrated superior SpO2 maintenance at key procedural stages (p < 0.05), with a 78% reduction in hypoxemia episodes compared to controls. Notably, aspiration and choking incidents decreased significantly (p < 0.05), yielding a fourfold lower overall adverse event rate (6.67% vs 30.00%, p = 0.001). Sedation quality metrics revealed enhanced behavioral cooperation (p < 0.001) and optimal sedation depth (Ramsay scores: p < 0.001) in the NPA cohort, though pain perception remained comparable between groups (p > 0.05). Surgeons reported 93.33% satisfaction with NPA-assisted cases versus 33.33% with conventional methods (p < 0.001), correlating with fewer procedural interruptions. These findings establish NPA as a clinically superior modality for pediatric dental sedation, offering dual benefits of improved oxygenation stability and procedural workflow efficiency. The technology addresses critical gaps in perioperative safety while maintaining hemodynamic equilibrium, positioning it as a viable optimization strategy for high-risk pediatric populations.","(dental anesthetic OR dental anaesthetic OR dental anesthesia OR dental anaesthesia) AND (paediatric OR pediatric OR child OR children) AND pain","2025-11-06 12:35:54.464448"
"PubMed","Evaluation of Different Forms of Topical Anesthesia Agents in Dental Practice.","2025","Purpose: The objective of this research was to compare the pain-reducing effects of two topical anesthetic agents, 10% atomized lidocaine spray and an EMLA, cream before needle injection applied at different time intervals using parameters of visual analog scale (VAS) score and heart rate (HR). Methods: The randomized split-mouth study included 30 patients (17 boys, 13 girls) aged 8.22 ± 1.8 years. The application of atomized lidocaine spray or cream was randomly used in the maxillary second premolar region. The parameters were measured prior to and following each needle insertion after being applied for 10, 30, 60, and 120 sec. Paired t-test and independent t-test were used for statistic analyses. Results: Compared with the first applications (10 s), atomized lidocaine and EMLA cream applications significantly decreased scores of VAS at the 30 and 120 s applications, respectively. Despite atomized lidocaine showing an early effect compared with EMLA, there were no significant differences in VAS scores between the atomized lidocaine and EMLA cream at the 60 and 120 s measurements. Although HR significantly increased at first anesthetic administration with the atomized lidocaine spray, HR significantly decreased at 30 and 120 s administrations. Conclusions: Atomized 10% lidocaine-based topical anesthetics significantly reduced pain more rapidly and better than EMLA from needle pricks in the buccal mucosa. Therefore, atomized lidocaine topical anesthesia could be used as a substitute for EMLA cream prior to buccal anesthetic administration. On the other hand, further comprehensive studies are required to explore the effects of several doses of atomized lidocaine in various areas of the oral cavity.","(dental anesthetic OR dental anaesthetic OR dental anesthesia OR dental anaesthesia) AND (paediatric OR pediatric OR child OR children) AND pain","2025-11-06 12:35:54.464448"
"PubMed","Global, Regional, and National Burden of Nontraumatic Subarachnoid Hemorrhage: The Global Burden of Disease Study 2021.","2025","Nontraumatic subarachnoid hemorrhage (SAH) represents the third most common stroke type with unique etiologies, risk factors, diagnostics, and treatments. Nevertheless, epidemiological studies often cluster SAH with other stroke types leaving its distinct burden estimates obscure. To estimate the worldwide burden of SAH. Based on the repeated cross-sectional Global Burden of Disease (GBD) 2021 study, the global burden of SAH in 1990 to 2021 was estimated. Moreover, the SAH burden was compared with other diseases, and its associations with 14 individual risk factors were investigated with available data in the GBD 2021 study. The GBD study included the burden estimates of nontraumatic SAH among all ages in 204 countries and territories between 1990 and 2021. SAH and 14 modifiable risk factors. Absolute numbers and age-standardized rates with 95% uncertainty intervals (UIs) of SAH incidence, prevalence, mortality, and disability-adjusted life-years (DALYs) as well as risk factor-specific population attributable fractions (PAFs). In 2021, the global age-standardized SAH incidence was 8.3 (95% UI, 7.3-9.5), prevalence was 92.2 (95% UI, 84.1-100.6), mortality was 4.2 (95% UI, 3.7-4.8), and DALY rate was 125.2 (95% UI, 110.5-142.6) per 100 000 people. The highest burden estimates were found in Latin America, the Caribbean, Oceania, and high-income Asia Pacific. Although the absolute number of SAH cases increased, especially in regions with a low sociodemographic index, all age-standardized burden rates decreased between 1990 and 2021: the incidence by 28.8% (95% UI, 25.7%-31.6%), prevalence by 16.1% (95% UI, 14.8%-17.7%), mortality by 56.1% (95% UI, 40.7%-64.3%), and DALY rate by 54.6% (95% UI, 42.8%-61.9%). Of 300 diseases, SAH ranked as the 36th most common cause of death and 59th most common cause of DALY in the world. Of all worldwide SAH-related DALYs, 71.6% (95% UI, 63.8%-78.6%) were associated with the 14 modeled risk factors of which high systolic blood pressure (population attributable fraction [PAF] = 51.6%; 95% UI, 38.0%-62.6%) and smoking (PAF = 14.4%; 95% UI, 12.4%-16.5%) had the highest attribution. Although the global age-standardized burden rates of SAH more than halved over the last 3 decades, SAH remained one of the most common cardiovascular and neurological causes of death and disabilities in the world, with increasing absolute case numbers. These findings suggest evidence for the potential health benefits of proactive public health planning and resource allocation toward the prevention of SAH.","(dental anesthetic OR dental anaesthetic OR dental anesthesia OR dental anaesthesia) AND (paediatric OR pediatric OR child OR children) AND pain","2025-11-06 12:35:54.464448"
"PubMed","Are technological contributions in behavior guidance techniques superior to conventional methods?: Effects on dental anxiety and pain perception.","2025","To evaluate the effects of three different behavior guidance methods on children's dental anxiety levels and pain perception. This study included 63 children aged 6-8 years who required pulpotomy and were divided into three groups: tell-show-do (TSD; Group 1), TSD with video modeling (Group 2), and TSD with mobile phone application (Group 3). Systolic blood pressure (SBP), diastolic blood pressure (DBP), heart rate (HR), and hemoglobin oxygen saturation (SPO2) of the participants were recorded before the procedure, after local anesthesia, after pulpotomy, and after the end of the procedure. Faces Version of the Modified Child Dental Anxiety (MCDASf), Wong-Baker Faces Pain Rating Scale (WBFPRS), and Face, Legs, Activity, Cry, Consolability (FLACC) pain scales were applied. Chi-squared test, one-way ANOVA, Kruskal-Wallis test, Friedman's test, and repeated measurement analysis statistical tests were used. No significant difference was found between the steps in terms of BP, HR, and SPO2 within the groups (p > 0.05). When comparing the groups, there were significant differences in SBP (p = 0.040) and DBP (p = 0.027) measured at the beginning and end of the procedure, and between MCDASf (p = 0.041) and WBFPRS (p = 0.013) scores. These values ​​were lower in Group 3. Dental anxiety and pain perception scores were lowest when using TSD with mobile phone application (Group 3). In line with developing technology, the use of mobile phone applications in pediatric dentistry can contribute to more harmonious treatment management in children. The trial protocol was retrospectively registered ID NCT06912789 ( https://clinicaltrials.gov/ ); 2025-03-26.","(dental anesthetic OR dental anaesthetic OR dental anesthesia OR dental anaesthesia) AND (paediatric OR pediatric OR child OR children) AND pain","2025-11-06 12:35:54.464448"
"PubMed","Targeting C1q prevents microglia-mediated synaptic removal in neuropathic pain.","2025","Activation of spinal microglia following peripheral nerve injury is a central component of neuropathic pain pathology. While the contributions of microglia-mediated immune and neurotrophic signalling have been well-characterized, the phagocytic and synaptic pruning roles of microglia in neuropathic pain remain less understood. Here, we show that peripheral nerve injury induces microglial engulfment of dorsal horn synapses, leading to a preferential loss of inhibitory synapses and a shift in the balance between inhibitory and excitatory synapse density. This synapse removal is dependent on the microglial complement-mediated synapse pruning pathway, as mice deficient in complement C3 and C4 do not exhibit synapse elimination. Furthermore, pharmacological inhibition of the complement protein C1q prevents dorsal horn inhibitory synapse loss and attenuates neuropathic pain. Therefore, these results demonstrate that the complement pathway promotes persistent pain hypersensitivity via microglia-mediated engulfment of dorsal horn synapses in the spinal cord, revealing C1q as a therapeutic target in neuropathic pain.","(dental anesthetic OR dental anaesthetic OR dental anesthesia OR dental anaesthesia) AND (paediatric OR pediatric OR child OR children) AND pain","2025-11-06 12:35:54.464448"
"PubMed","Use of Virtual Reality in the Pediatric Perioperative Setting and for Induction of Anesthesia: Mixed Methods Pilot Feasibility Study.","2025","Children commonly experience high levels of anxiety prior to surgery. This distress is associated with postoperative maladaptive behaviors. Virtual reality (VR) is an innovative tool for reducing anxiety and pain during various medical procedures. Previous randomized controlled trials have demonstrated its efficacy in reducing children's anxiety in the preoperative waiting room or during induction. The primary aim of this study was to examine the feasibility of VR distraction throughout the perioperative period, from the waiting room until the induction of general anesthesia (GA). Secondary aims were to assess its clinical utility, tolerability, and initial clinical efficacy. A mixed methods, concurrent triangulation feasibility trial was piloted at the Shriners Hospitals for Children-Canada. Participants played an interactive VR game throughout the perioperative period, starting from the waiting room until induction. Feasibility was examined with the duration of the VR intervention, recording the number of interruptions, and taking field notes. Clinical utility was assessed using a perception questionnaire. Tolerability was evaluated by the Child Simulator Sickness Questionnaire (CSSQ). Initial clinical efficacy was assessed by the Faces Pain Scale-Revised, Faces Anxiety Scale, Graphic Rating Scale for multidimensional pain, the Induction Compliance Checklist, and the Pediatric Anesthesia Emergence Delirium scale. Quantitative data were supported with field notes and semistructured interviews with patients and parents. Quantitative and qualitative themes were compared via the triangulation protocol to produce final themes. A total of 39 patients, with a mean age of 11.9 (SD 2.8) years, undergoing elective surgery under GA participated in the study. Stakeholders, including patients, parents, and health care providers, were receptive and willing to adapt to VR. Of the 39 patients, 19 (49%) continued to use VR during transportation and 6 (15%) were induced with VR. Barriers to feasibility included (1) interruptions to VR in 92% (36/39) of patients by health care professionals, (2) unpredictable surgery delays prolonging the duration of the VR intervention (mean 23.1, SD 24.4 minutes; range 5-150 minutes), and (3) discontinuation of VR before induction due to mask seal (n=3) and discomfort with supine positioning (n=2). Patients were generally satisfied with VR, deemed it acceptable and easy to use, and would recommend it to others. VR was tolerable with no self-reported simulator sickness (CSSQ: mean 0.01, SD 0.1). The mean Faces Anxiety Score was 1.5 (SD 1.1) at baseline and 0.7 (SD 0.9) during VR. While VR demonstrated good clinical utility and was well tolerated in the broad perioperative setting, this study highlighted important feasibility barriers in the waiting room and especially during induction of anesthesia, both at the organizational and technical levels. This study highlights several considerations that should be carefully addressed for the successful implementation of perioperative VR.","(dental anesthetic OR dental anaesthetic OR dental anesthesia OR dental anaesthesia) AND (paediatric OR pediatric OR child OR children) AND pain","2025-11-06 12:35:54.464448"
"PubMed","Interaction of Erdosteine with TrkA Signaling Pathways: Implications for Analgesia.","2025","Thiol-containing drugs may interact with a region of tropomyosin receptor kinase A (TrkA), potentially inhibiting its activation by nerve growth factor (NGF). This action has been linked to potential analgesic activities. Here, we describe the ability of erdosteine, a thiolic compound classified as a mucolytic agent, to bind to the TrkA receptor sequence in silico and its in vitro effects on TrkA activation induced by NGF in cultured human neuroblastoma cells. Our results show that erdosteine and its metabolite, Met-1, bind to the TrkA receptor pocket, involving the primary TrkA residues Glu331, Arg347, His298, and His297. Furthermore, Met-1 has the ability to reduce the disulfide bridge between Cys300 and Cys345 of TrkA. In vitro measurement of TrkA autophosphorylation following NGF activation confirmed that erdosteine and Met-1 interfere with NGF-induced TrkA activation, leading to a consequent loss of the molecular recognition and spatial reorganization necessary for the induction of the autophosphorylation process. This effect was inhibited by low millimolar concentrations of the two compounds, reaching a maximal inhibition (around 40%) after 24 h of exposure to 1 mM erdosteine, and then plateauing. These findings suggest that erdosteine can act as a TrkA antagonist, thus indicating that this drug may have potential as an analgesic via a novel non-opioid mechanism of action operating through NGF signaling inhibition at the level of TrkA.","(dental anesthetic OR dental anaesthetic OR dental anesthesia OR dental anaesthesia) AND (paediatric OR pediatric OR child OR children) AND pain","2025-11-06 12:35:54.464448"
"PubMed","Incidence and risk factors for acute kidney injury after cardiac surgery in a Brazilian University Hospital: a retrospective cross-sectional study.","2025",NA,"(dental anesthetic OR dental anaesthetic OR dental anesthesia OR dental anaesthesia) AND (paediatric OR pediatric OR child OR children) AND pain","2025-11-06 12:35:54.464448"
"PubMed","The effect of needle demonstration during local anaesthesia on the child's dental fear, pain perception and behaviour: a randomised controlled trial.","2025","The aim of the current study is to evaluate the possible effects of the sight of the dental needle as part of the ""Tell-Show-Do"" technique on children's fear, pain perception and behaviour, during anaesthesia administration. A total of 60 4-8 year-old children with no previous experience of local anaesthesia (LA), in need of restorations under LA, were randomly assigned in G1:Hiding-Needle-Technique (HN-T) and G2:Showing-Needle-Technique (SN-T). Children's Fear Survey Schedule-Dental Subscale, Wong-Baker Faces Pain Rating Scale (WBFPS), Frankl Behaviour Scale and heart rate (HR) were used. Objective evaluation of fear, using heart rate, was significantly higher for G1:(HN-T) compared to G2:(SN-T) during demonstration at the first appointment (p value = 0.013) and needle insertion at both appointments (p value = 0.08, p value = 0.04 respectively). No statistically significant relationship was found between the two groups regarding WBFPS questionnaire and Frankl Behaviour Rating Scale. The sight of the needle was not found to affect reported fear. Statistical increases in HR were observed in children, independent of age and gender. Changes in HR indicated that not viewing the needle elicited greater fear than seeing it, for children aged 4 to 8 years when ""Tell-Show-Do"" is used. Pain perception and behaviour were not affected.","(dental anesthetic OR dental anaesthetic OR dental anesthesia OR dental anaesthesia) AND (paediatric OR pediatric OR child OR children) AND pain","2025-11-06 12:35:54.464448"
"PubMed","Comparison of injection pain levels using conventional and computer-controlled local anesthetic delivery systems in pediatric dentistry: A systematic review and meta-analysis.","2025","This systematic review aimed to evaluate the effectiveness of computer-controlled local anesthetic delivery (CCLAD) systems in reducing injection pain in pediatric patients aged 3-14 years, including subgroup analysis across different injection techniques. Randomized controlled trials comparing pain perception associated with CCLAD versus conventional injection methods in children published from January 2015 to November 2024 were included. Comprehensive searches were performed in Embase, Medline (via PubMed), Cochrane Library, Scopus, Web of Science, and Google Scholar, limited to articles published in English. From 1253 identified studies, 20 met the inclusion criteria. Meta-analysis revealed that CCLAD significantly reduced pain perception based on the Wong-Baker Pain Rating Scale (WBS) (SMD = -0.98, p = 0.011) and heart rate (HR) measurements (SMD = -0.25, p = 0.013), with high and moderate heterogeneity, respectively. Subgroup analysis indicated significant pain reduction with CCLAD compared to conventional Inferior Alveolar Nerve Block (IANB) on WBS, though findings varied across other scales and injection methods, demonstrating some non-significant differences. No significant differences were observed in other pain assessment parameters. The overall risk of bias was low in five studies, with evidence certainty ranging from very low to moderate. CCLAD demonstrates potential as a non-pharmacological tool for reducing injection pain in children, particularly as assessed by WBS and HR. Furthermore, CCLAD significantly reduced pain compared to conventional IANB injections in subgroup analyses. Additional research is necessary to optimize treatment protocols and further evaluate the impact of CCLAD on objective pain measures. This study highlights the benefits of CCLAD in pediatric dentistry, particularly its effectiveness in minimizing pain and stress during local anesthetic injections, especially for IANB procedures. Using CCLAD can enhance patient comfort, improve cooperation, and foster a positive dental experience, thereby supporting better treatment outcomes in pediatric patients requiring precise and low-pain care.","(dental anesthetic OR dental anaesthetic OR dental anesthesia OR dental anaesthesia) AND (paediatric OR pediatric OR child OR children) AND pain","2025-11-06 12:35:54.464448"
"PubMed","Management of postoperative pain in neonatal intensive care units in Japan.","2025","Neonatal postoperative pain management in Japan is not as standardized as bedside procedural pain, where evidence-based guidelines are widespread, which causes a knowledge gap. To identify postoperative pain management issues, we analyzed the anonymous survey online or by mail by neonatologists or head nurses in 89 Japan's neonatal intensive care units (levels III and IV). Although 79 units (88.8%) required recommendation for postoperative pain management, 11 units (12.4%) used a pain scale for pain assessment, 35 units (39.3%) had evaluated and recorded the pain assessment, 27 units (30%) had updated the postoperative pain management plan, less than bedside procedure, and 14 units (15.7%) had made a preoperative pain management plan. Pain management among neonatal nurses and neonatologists and pediatric surgeons and anesthesiologists have been in three units (3.4%) for preoperative, and in six units (6.7%), and postoperative pain management consult was provided in 15 units (16.9%), which means Initiatives at facilities are essential. We suggest evidence-based practical recommendations in Japan are necessary for neonates to minimize postoperative pain, enhance neonatal postoperative pain management knowledge, and provide consistent postoperative pain management appropriate to the neonates' condition by multidisciplinary collaboration among neonatal nurses, neonatologists, pediatric surgeons, and pediatric anesthesiologists.","(dental anesthetic OR dental anaesthetic OR dental anesthesia OR dental anaesthesia) AND (paediatric OR pediatric OR child OR children) AND pain","2025-11-06 12:35:54.464448"
"PubMed","Pain and Anxiety Levels During Dental Restorations in Primary Molars: INJEX Needleless System vs Traditional Syringe.","2025","BACKGROUND Fear of discomfort can affect children's behavior. This study aimed to compare pain and anxiety levels of children undergoing dental restoration using a conventional technique and INJEX. MATERIAL AND METHODS A split-mouth, randomized controlled study was conducted on 25 children aged between 7 to 10 years. Children who required restoration were randomly allocated to one of the 2 groups: Group I (traditional system) and Group II (INJEX) [25 teeth in each group]. Following standard behavior guidance, a single operator delivered anesthesia. After 3 minutes, the restoration was performed. Pain intensity was assessed using Face, Legs, Activity, Cry, and Consolability (FLACC) and Wong-Baker Faces Rating Pain scale (WBS), while child behavior was assessed using the Frankl Behavior Rating scale (FBRS). RESULTS Significant differences (P value <0.001) were observed between the 2 groups when the FLACC scores were analyzed during the administration of local anesthesia. There was a notable difference (P value <0.001) found in the WBS scores before and after injection, among which higher scores [4(2,6)] were observed in the traditional system group. CONCLUSIONS INJEX technique manifested benefits in the form of reduction in pain intensity levels felt by children, and their attitudes remained positive throughout the restorative procedure, which improve the experiences of both the child and the dental practitioner. The INJEX system could be a versatile alternative to the conventional technique. INJEX can be used to reduce preoperative fear and postoperative pain and the amount of anesthesia delivered.","(dental anesthetic OR dental anaesthetic OR dental anesthesia OR dental anaesthesia) AND (paediatric OR pediatric OR child OR children) AND pain","2025-11-06 12:35:54.464448"
"PubMed","Comparative evaluation of the effectiveness of transcutaneous electric nerve stimulation and photobiostimulation using diode laser prior to local anesthesia administration in children undergoing bilateral orthodontic extraction- a randomized controlled clinical trial.","2025","This study aimed to evaluate and compare the effectiveness of transcutaneous electric nerve stimulation (TENS) and photobiostimulation using diode LASER, prior to local anaesthesia administration in children undergoing bilateral orthodontic extractions. A split-mouth, parallel arm, Double blinded, randomized clinical trial was conducted on children (12 - 16 yrs) undergoing bilateral orthodontic extractions. Patients were randomly assigned to receive either TENS or PBST. Subjective and Objective parameters for anxiety and pain were assessed, and evaluated for statistical significance (p < 0.05). In this study with 104 patients (mean age 13.59), the TENS group showed significantly lower mean pain scores (WBPRS) for needle insertion (2.30 ± 2.7) versus PBST (5.03 ± 3.1, p < 0.01), LA administration (2.11 ± 2.8 vs. 4.84 ± 2.7, p < 0.01), and extraction (1.92 ± 2.6 vs. 3.23 ± 5.1, p < 0.01). TENS also led to a faster onset of local anesthesia (96.15 s ± 13.9) compared to PBST (155.38 s ± 91, p < 0.05), indicating enhanced efficacy for pain reduction and anesthesia speed. Physiological parameters like pulse rate and salivary pH also showed significant improvements with TENS. Hence TENS and PBST both came out as effective alternatives for topical anesthesia. Both TENS and PBST proved to be effective alternatives to topical anesthesia, TENS therapy with the Synapse Dental Pain Eraser (DPE) demonstrated greater effectiveness in reducing pain and anxiety, reflecting it as a promising option for pediatric patients. However further research is needed to refine and optimize pain management strategies using these alternatives in pediatric dentistry. CTRI Number- CTRI/2022/09/045460 [Registered on: 13/09/2022] Trial Registered Prospectively.","(dental anesthetic OR dental anaesthetic OR dental anesthesia OR dental anaesthesia) AND (paediatric OR pediatric OR child OR children) AND pain","2025-11-06 12:35:54.464448"
